"{'ALTITUDE-DEG': 35.91608384709, 'AZIMUTH-DEG': 227.23181524614, 'CATALOG_ID': 48215, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.18688629322, 'DECLINATION-DEG': 0.35568390162, 'DRA_COSDEC-DEG_PER_SEC': -0.05880847437, 'ILLUMINATED': True, 'JULIAN_DATE': 2460369.2468576273, 'NAME': 'ONEWEB-0209', 'OBSERVER_GCRS_KM': [-1422.2117341606697, 4396.5699352008605, 4384.595941136976], 'PHASE_ANGLE-DEG': 89.26896719072, 'RANGE-KM': 1814.892246484732, 'RANGE_RATE-KM_PER_SEC': -3.671572201838, 'RIGHT_ASCENSION-DEG': 71.56551756382, 'SATELLITE_GCRS_KM': [-848.3174869878605, 6118.299392761639, 4395.862457005539], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 54.60063146007, 'AZIMUTH-DEG': 245.93443189357, 'CATALOG_ID': 48215, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.26776092038, 'DECLINATION-DEG': 23.0152419528, 'DRA_COSDEC-DEG_PER_SEC': -0.0869002121, 'ILLUMINATED': True, 'JULIAN_DATE': 2460370.237497674, 'NAME': 'ONEWEB-0209', 'OBSERVER_GCRS_KM': [-1237.3817954814315, 4452.550215632714, 4384.162160369011], 'PHASE_ANGLE-DEG': 88.17821209528, 'RANGE-KM': 1428.11605476149, 'RANGE_RATE-KM_PER_SEC': -1.679650859667, 'RIGHT_ASCENSION-DEG': 70.5102711621, 'SATELLITE_GCRS_KM': [-798.8350762094082, 5691.673845555872, 4942.5212479187085], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 54.61280175119, 'AZIMUTH-DEG': 245.97848443982, 'CATALOG_ID': 48215, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.26780880735, 'DECLINATION-DEG': 23.04201521009, 'DRA_COSDEC-DEG_PER_SEC': -0.08694757137, 'ILLUMINATED': True, 'JULIAN_DATE': 2460370.237498831, 'NAME': 'ONEWEB-0209', 'OBSERVER_GCRS_KM': [-1237.4142559410236, 4452.54111950561, 4384.1622366464635], 'PHASE_ANGLE-DEG': 88.1832846611, 'RANGE-KM': 1427.948265568676, 'RANGE_RATE-KM_PER_SEC': -1.676807472185, 'RIGHT_ASCENSION-DEG': 70.50082810839, 'SATELLITE_GCRS_KM': [-798.8019964530541, 5691.200825650304, 4943.069802654467], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 54.62496264291, 'AZIMUTH-DEG': 246.02259119252, 'CATALOG_ID': 48215, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.26785661924, 'DECLINATION-DEG': 23.06880402753, 'DRA_COSDEC-DEG_PER_SEC': -0.08699496705, 'ILLUMINATED': True, 'JULIAN_DATE': 2460370.2374999886, 'NAME': 'ONEWEB-0209', 'OBSERVER_GCRS_KM': [-1237.4467293967323, 4452.532019481316, 4384.162312954464], 'PHASE_ANGLE-DEG': 88.18836196812, 'RANGE-KM': 1427.780693358677, 'RANGE_RATE-KM_PER_SEC': -1.673961928377, 'RIGHT_ASCENSION-DEG': 70.49137422638, 'SATELLITE_GCRS_KM': [-798.7688960831846, 5690.727563371102, 4943.618532848919], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 54.63710432014, 'AZIMUTH-DEG': 246.06671666254, 'CATALOG_ID': 48215, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.26790971629, 'DECLINATION-DEG': 23.09558684388, 'DRA_COSDEC-DEG_PER_SEC': -0.08704412507, 'ILLUMINATED': True, 'JULIAN_DATE': 2460370.237501146, 'NAME': 'ONEWEB-0209', 'OBSERVER_GCRS_KM': [-1237.479189723562, 4452.522922880829, 4384.162389231623], 'PHASE_ANGLE-DEG': 88.19343992963, 'RANGE-KM': 1427.613473045537, 'RANGE_RATE-KM_PER_SEC': -1.671150257605, 'RIGHT_ASCENSION-DEG': 70.4819171147, 'SATELLITE_GCRS_KM': [-798.7358017296943, 5690.2544394651595, 4944.166997040041], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 54.64923652322, 'AZIMUTH-DEG': 246.11089635812, 'CATALOG_ID': 48215, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.2679519401, 'DECLINATION-DEG': 23.12238520526, 'DRA_COSDEC-DEG_PER_SEC': -0.08708979132, 'ILLUMINATED': True, 'JULIAN_DATE': 2460370.2375023034, 'NAME': 'ONEWEB-0209', 'OBSERVER_GCRS_KM': [-1237.5116630466523, 4452.513822382911, 4384.162465539332], 'PHASE_ANGLE-DEG': 88.19852263054, 'RANGE-KM': 1427.44647014682, 'RANGE_RATE-KM_PER_SEC': -1.668268954311, 'RIGHT_ASCENSION-DEG': 70.47244915491, 'SATELLITE_GCRS_KM': [-798.7026867576287, 5689.781073153512, 4944.715636642089], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 54.66134946016, 'AZIMUTH-DEG': 246.15509473121, 'CATALOG_ID': 48215, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.26799944884, 'DECLINATION-DEG': 23.14917754282, 'DRA_COSDEC-DEG_PER_SEC': -0.08713721988, 'ILLUMINATED': True, 'JULIAN_DATE': 2460370.237503461, 'NAME': 'ONEWEB-0209', 'OBSERVER_GCRS_KM': [-1237.5441232408136, 4452.504725309017, 4384.162541816198], 'PHASE_ANGLE-DEG': 88.20360597981, 'RANGE-KM': 1427.27981911753, 'RANGE_RATE-KM_PER_SEC': -1.66542152727, 'RIGHT_ASCENSION-DEG': 70.46297795693, 'SATELLITE_GCRS_KM': [-798.6695778083805, 5689.307845265073, 4945.26401026786], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 54.67345284817, 'AZIMUTH-DEG': 246.19934734843, 'CATALOG_ID': 48215, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.26804688169, 'DECLINATION-DEG': 23.17598541033, 'DRA_COSDEC-DEG_PER_SEC': -0.08718468481, 'ILLUMINATED': True, 'JULIAN_DATE': 2460370.2375046187, 'NAME': 'ONEWEB-0209', 'OBSERVER_GCRS_KM': [-1237.5765964310788, 4452.495624337529, 4384.162618123613], 'PHASE_ANGLE-DEG': 88.20869406669, 'RANGE-KM': 1427.113385932869, 'RANGE_RATE-KM_PER_SEC': -1.662571947146, 'RIGHT_ASCENSION-DEG': 70.45349589094, 'SATELLITE_GCRS_KM': [-798.636448235342, 5688.8343749366, 4945.812559259382], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 54.68553691832, 'AZIMUTH-DEG': 246.24361860248, 'CATALOG_ID': 48215, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.26809420041, 'DECLINATION-DEG': 23.20278723112, 'DRA_COSDEC-DEG_PER_SEC': -0.08723214795, 'ILLUMINATED': True, 'JULIAN_DATE': 2460370.2375057754, 'NAME': 'ONEWEB-0209', 'OBSERVER_GCRS_KM': [-1237.6090564926621, 4452.486526790203, 4384.162694400188], 'PHASE_ANGLE-DEG': 88.21378279579, 'RANGE-KM': 1426.947304590692, 'RANGE_RATE-KM_PER_SEC': -1.65972250799, 'RIGHT_ASCENSION-DEG': 70.44401057822, 'SATELLITE_GCRS_KM': [-798.6033246914659, 5688.361043083578, 4946.360842299094], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 54.69761136464, 'AZIMUTH-DEG': 246.2879441184, 'CATALOG_ID': 48215, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.26814144294, 'DECLINATION-DEG': 23.22960456666, 'DRA_COSDEC-DEG_PER_SEC': -0.08727964749, 'ILLUMINATED': True, 'JULIAN_DATE': 2460370.237506933, 'NAME': 'ONEWEB-0209', 'OBSERVER_GCRS_KM': [-1237.6415295501938, 4452.4774253451205, 4384.162770707311], 'PHASE_ANGLE-DEG': 88.21887626064, 'RANGE-KM': 1426.781441523462, 'RANGE_RATE-KM_PER_SEC': -1.656870917855, 'RIGHT_ASCENSION-DEG': 70.43451437758, 'SATELLITE_GCRS_KM': [-798.5701805186571, 5687.88746875734, 4946.909300658065], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 54.70966644149, 'AZIMUTH-DEG': 246.33228822998, 'CATALOG_ID': 48215, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.26819395653, 'DECLINATION-DEG': 23.25641583268, 'DRA_COSDEC-DEG_PER_SEC': -0.08732888886, 'ILLUMINATED': True, 'JULIAN_DATE': 2460370.23750809, 'NAME': 'ONEWEB-0209', 'OBSERVER_GCRS_KM': [-1237.6739894790946, 4452.468327324392, 4384.162846983594], 'PHASE_ANGLE-DEG': 88.22397036155, 'RANGE-KM': 1426.61593026967, 'RANGE_RATE-KM_PER_SEC': -1.654052623248, 'RIGHT_ASCENSION-DEG': 70.42501492163, 'SATELLITE_GCRS_KM': [-798.5370423816697, 5687.414032955888, 4947.457493092964], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 54.72171181946, 'AZIMUTH-DEG': 246.3766866203, 'CATALOG_ID': 48215, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.26823562245, 'DECLINATION-DEG': 23.28324259805, 'DRA_COSDEC-DEG_PER_SEC': -0.08737467925, 'ILLUMINATED': True, 'JULIAN_DATE': 2460370.237509248, 'NAME': 'ONEWEB-0209', 'OBSERVER_GCRS_KM': [-1237.706462403885, 4452.459225405718, 4384.162923290425], 'PHASE_ANGLE-DEG': 88.22906919635, 'RANGE-KM': 1426.45063772172, 'RANGE_RATE-KM_PER_SEC': -1.651165875629, 'RIGHT_ASCENSION-DEG': 70.4155045578, 'SATELLITE_GCRS_KM': [-798.5038836102223, 5686.940354649818, 4948.005860798658], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 54.73373777638, 'AZIMUTH-DEG': 246.42110356447, 'CATALOG_ID': 48215, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.2682825593, 'DECLINATION-DEG': 23.31006327111, 'DRA_COSDEC-DEG_PER_SEC': -0.08742221146, 'ILLUMINATED': True, 'JULIAN_DATE': 2460370.237510405, 'NAME': 'ONEWEB-0209', 'OBSERVER_GCRS_KM': [-1237.7389221999981, 4452.450126911615, 4384.162999566415], 'PHASE_ANGLE-DEG': 88.23416866104, 'RANGE-KM': 1426.285696957392, 'RANGE_RATE-KM_PER_SEC': -1.648312427342, 'RIGHT_ASCENSION-DEG': 70.40599093003, 'SATELLITE_GCRS_KM': [-798.470730880835, 5686.466814917356, 4948.5539626086775], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 54.74575395934, 'AZIMUTH-DEG': 246.4655748037, 'CATALOG_ID': 48215, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.26832941913, 'DECLINATION-DEG': 23.3368994282, 'DRA_COSDEC-DEG_PER_SEC': -0.08746978004, 'ILLUMINATED': True, 'JULIAN_DATE': 2460370.2375115626, 'NAME': 'ONEWEB-0209', 'OBSERVER_GCRS_KM': [-1237.7713949921422, 4452.441024519323, 4384.163075872954], 'PHASE_ANGLE-DEG': 88.23927285774, 'RANGE-KM': 1426.120975328357, 'RANGE_RATE-KM_PER_SEC': -1.645456831219, 'RIGHT_ASCENSION-DEG': 70.39646637437, 'SATELLITE_GCRS_KM': [-798.4375575120652, 5685.993032646504, 4949.102239643653], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 54.7577506696, 'AZIMUTH-DEG': 246.51006455393, 'CATALOG_ID': 48215, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.26838157232, 'DECLINATION-DEG': 23.36372946992, 'DRA_COSDEC-DEG_PER_SEC': -0.08751912048, 'ILLUMINATED': True, 'JULIAN_DATE': 2460370.23751272, 'NAME': 'ONEWEB-0209', 'OBSERVER_GCRS_KM': [-1237.8038546555567, 4452.431925551823, 4384.163152148651], 'PHASE_ANGLE-DEG': 88.24437767809, 'RANGE-KM': 1425.956605453711, 'RANGE_RATE-KM_PER_SEC': -1.642634551454, 'RIGHT_ASCENSION-DEG': 70.38693854618, 'SATELLITE_GCRS_KM': [-798.4043901919506, 5685.5193890014525, 4949.6502508074345], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 54.76973753075, 'AZIMUTH-DEG': 246.55460861482, 'CATALOG_ID': 48215, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.26842283179, 'DECLINATION-DEG': 23.39057498028, 'DRA_COSDEC-DEG_PER_SEC': -0.08756494981, 'ILLUMINATED': True, 'JULIAN_DATE': 2460370.2375138775, 'NAME': 'ONEWEB-0209', 'OBSERVER_GCRS_KM': [-1237.8363273148466, 4452.422822685969, 4384.163228454897], 'PHASE_ANGLE-DEG': 88.24948722858, 'RANGE-KM': 1425.792455143515, 'RANGE_RATE-KM_PER_SEC': -1.639743795071, 'RIGHT_ASCENSION-DEG': 70.37739977002, 'SATELLITE_GCRS_KM': [-798.371202227026, 5685.045502784315, 4950.198437150337], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 54.78170486757, 'AZIMUTH-DEG': 246.5991711433, 'CATALOG_ID': 48215, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.26846938434, 'DECLINATION-DEG': 23.41741435227, 'DRA_COSDEC-DEG_PER_SEC': -0.08761255095, 'ILLUMINATED': True, 'JULIAN_DATE': 2460370.2375150346, 'NAME': 'ONEWEB-0209', 'OBSERVER_GCRS_KM': [-1237.868786845657, 4452.413723245045, 4384.163304730302], 'PHASE_ANGLE-DEG': 88.25459739648, 'RANGE-KM': 1425.628656557367, 'RANGE_RATE-KM_PER_SEC': -1.636886358122, 'RIGHT_ASCENSION-DEG': 70.36785771268, 'SATELLITE_GCRS_KM': [-798.338020317112, 5684.571755243497, 4950.746357648493], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 54.79366228, 'AZIMUTH-DEG': 246.64378799712, 'CATALOG_ID': 48215, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.26851585912, 'DECLINATION-DEG': 23.44426917731, 'DRA_COSDEC-DEG_PER_SEC': -0.08766018846, 'ILLUMINATED': True, 'JULIAN_DATE': 2460370.2375161923, 'NAME': 'ONEWEB-0209', 'OBSERVER_GCRS_KM': [-1237.9012593721864, 4452.404619905603, 4384.163381036256], 'PHASE_ANGLE-DEG': 88.25971229252, 'RANGE-KM': 1425.465077965015, 'RANGE_RATE-KM_PER_SEC': -1.634026776792, 'RIGHT_ASCENSION-DEG': 70.35830468728, 'SATELLITE_GCRS_KM': [-798.3048177573265, 5684.097765098578, 4951.294453277937], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 54.8056001166, 'AZIMUTH-DEG': 246.68842327458, 'CATALOG_ID': 48215, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.26856221862, 'DECLINATION-DEG': 23.47111784109, 'DRA_COSDEC-DEG_PER_SEC': -0.08770782401, 'ILLUMINATED': True, 'JULIAN_DATE': 2460370.2375173494, 'NAME': 'ONEWEB-0209', 'OBSERVER_GCRS_KM': [-1237.9337187702868, 4452.395519991285, 4384.163457311369], 'PHASE_ANGLE-DEG': 88.26482779979, 'RANGE-KM': 1425.301851064545, 'RANGE_RATE-KM_PER_SEC': -1.631167353282, 'RIGHT_ASCENSION-DEG': 70.34874837201, 'SATELLITE_GCRS_KM': [-798.2716212591283, 5683.623913678152, 4951.842283091727], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 54.81752795346, 'AZIMUTH-DEG': 246.7331128915, 'CATALOG_ID': 48215, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.26860849997, 'DECLINATION-DEG': 23.49798194236, 'DRA_COSDEC-DEG_PER_SEC': -0.08775549593, 'ILLUMINATED': True, 'JULIAN_DATE': 2460370.237518507, 'NAME': 'ONEWEB-0209', 'OBSERVER_GCRS_KM': [-1237.9661911640494, 4452.386416178259, 4384.16353361703], 'PHASE_ANGLE-DEG': 88.2699480333, 'RANGE-KM': 1425.138844586546, 'RANGE_RATE-KM_PER_SEC': -1.628305787145, 'RIGHT_ASCENSION-DEG': 70.33918106849, 'SATELLITE_GCRS_KM': [-798.2384041052576, 5683.149819620024, 4952.390287990936], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 54.82943616285, 'AZIMUTH-DEG': 246.77782088687, 'CATALOG_ID': 48215, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.26866006091, 'DECLINATION-DEG': 23.52483985909, 'DRA_COSDEC-DEG_PER_SEC': -0.08780491901, 'ILLUMINATED': True, 'JULIAN_DATE': 2460370.237519664, 'NAME': 'ONEWEB-0209', 'OBSERVER_GCRS_KM': [-1237.9986504293315, 4452.377315790574, 4384.163609891851], 'PHASE_ANGLE-DEG': 88.27506887169, 'RANGE-KM': 1424.97618976975, 'RANGE_RATE-KM_PER_SEC': -1.625476958984, 'RIGHT_ASCENSION-DEG': 70.32961046648, 'SATELLITE_GCRS_KM': [-798.2051930198138, 5682.675864340229, 4952.938027097051], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 54.8413342971, 'AZIMUTH-DEG': 246.82258323507, 'CATALOG_ID': 48215, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.26870075317, 'DECLINATION-DEG': 23.5517131977, 'DRA_COSDEC-DEG_PER_SEC': -0.08785087215, 'ILLUMINATED': True, 'JULIAN_DATE': 2460370.237520822, 'NAME': 'ONEWEB-0209', 'OBSERVER_GCRS_KM': [-1238.0311226904187, 4452.368211503939, 4384.163686197219], 'PHASE_ANGLE-DEG': 88.28019443431, 'RANGE-KM': 1424.813755803249, 'RANGE_RATE-KM_PER_SEC': -1.622580836779, 'RIGHT_ASCENSION-DEG': 70.320028856, 'SATELLITE_GCRS_KM': [-798.1719612737359, 5682.201666388439, 4953.485941243367], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 54.85321275234, 'AZIMUTH-DEG': 246.86736391619, 'CATALOG_ID': 48215, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.26874672475, 'DECLINATION-DEG': 23.57858032869, 'DRA_COSDEC-DEG_PER_SEC': -0.08789857642, 'ILLUMINATED': True, 'JULIAN_DATE': 2460370.237521979, 'NAME': 'ONEWEB-0209', 'OBSERVER_GCRS_KM': [-1238.063581822976, 4452.359110642861, 4384.163762471747], 'PHASE_ANGLE-DEG': 88.28532059557, 'RANGE-KM': 1424.651673465249, 'RANGE_RATE-KM_PER_SEC': -1.619717455595, 'RIGHT_ASCENSION-DEG': 70.3104439383, 'SATELLITE_GCRS_KM': [-798.1387356022708, 5681.727607264926, 4954.033589623734], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 54.86508105694, 'AZIMUTH-DEG': 246.9121989626, 'CATALOG_ID': 48215, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.26879261743, 'DECLINATION-DEG': 23.60546286579, 'DRA_COSDEC-DEG_PER_SEC': -0.08794631705, 'ILLUMINATED': True, 'JULIAN_DATE': 2460370.2375231367, 'NAME': 'ONEWEB-0209', 'OBSERVER_GCRS_KM': [-1238.0960539511825, 4452.350005882674, 4384.1638387768235], 'PHASE_ANGLE-DEG': 88.29045147904, 'RANGE-KM': 1424.489812405644, 'RANGE_RATE-KM_PER_SEC': -1.616851935422, 'RIGHT_ASCENSION-DEG': 70.30084799189, 'SATELLITE_GCRS_KM': [-798.1054892649562, 5681.25330543688, 4954.581412997108], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 54.87692963102, 'AZIMUTH-DEG': 246.9570522957, 'CATALOG_ID': 48215, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.26884381143, 'DECLINATION-DEG': 23.63233917215, 'DRA_COSDEC-DEG_PER_SEC': -0.08799583906, 'ILLUMINATED': True, 'JULIAN_DATE': 2460370.237524294, 'NAME': 'ONEWEB-0209', 'OBSERVER_GCRS_KM': [-1238.1285129511084, 4452.340904548181, 4384.163915051059], 'PHASE_ANGLE-DEG': 88.29558295485, 'RANGE-KM': 1424.328302941059, 'RANGE_RATE-KM_PER_SEC': -1.61401917309, 'RIGHT_ASCENSION-DEG': 70.29124872949, 'SATELLITE_GCRS_KM': [-798.0722490085254, 5680.7791424864745, 4955.128970632323], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 54.88876797891, 'AZIMUTH-DEG': 247.0019600059, 'CATALOG_ID': 48215, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.26888409159, 'DECLINATION-DEG': 23.65923086884, 'DRA_COSDEC-DEG_PER_SEC': -0.08804183056, 'ILLUMINATED': True, 'JULIAN_DATE': 2460370.2375254515, 'NAME': 'ONEWEB-0209', 'OBSERVER_GCRS_KM': [-1238.1609849465272, 4452.331799314414, 4384.163991355843], 'PHASE_ANGLE-DEG': 88.30071915085, 'RANGE-KM': 1424.167015182129, 'RANGE_RATE-KM_PER_SEC': -1.611119093913, 'RIGHT_ASCENSION-DEG': 70.28163841808, 'SATELLITE_GCRS_KM': [-798.0389880810724, 5680.3047367978525, 4955.6767032146745], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 54.90058654475, 'AZIMUTH-DEG': 247.04688595559, 'CATALOG_ID': 48215, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.26892967283, 'DECLINATION-DEG': 23.6861163115, 'DRA_COSDEC-DEG_PER_SEC': -0.08808960339, 'ILLUMINATED': True, 'JULIAN_DATE': 2460370.237526608, 'NAME': 'ONEWEB-0209', 'OBSERVER_GCRS_KM': [-1238.1934438137146, 4452.322697506534, 4384.164067629786], 'PHASE_ANGLE-DEG': 88.30585593284, 'RANGE-KM': 1424.00607898463, 'RANGE_RATE-KM_PER_SEC': -1.608251775876, 'RIGHT_ASCENSION-DEG': 70.27202478195, 'SATELLITE_GCRS_KM': [-798.0057332413165, 5679.830470038426, 4956.2241700840705], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 54.9123948087, 'AZIMUTH-DEG': 247.09186629333, 'CATALOG_ID': 48215, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.26897517447, 'DECLINATION-DEG': 23.71301712858, 'DRA_COSDEC-DEG_PER_SEC': -0.0881374126, 'ILLUMINATED': True, 'JULIAN_DATE': 2460370.237527766, 'NAME': 'ONEWEB-0209', 'OBSERVER_GCRS_KM': [-1238.2259156763382, 4452.313591799188, 4384.164143934277], 'PHASE_ANGLE-DEG': 88.31099743296, 'RANGE-KM': 1423.845364920436, 'RANGE_RATE-KM_PER_SEC': -1.605382323021, 'RIGHT_ASCENSION-DEG': 70.26240007646, 'SATELLITE_GCRS_KM': [-797.9724577248143, 5679.355960508337, 4956.771811853401], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 54.92418323914, 'AZIMUTH-DEG': 247.13686482274, 'CATALOG_ID': 48215, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.26902055964, 'DECLINATION-DEG': 23.73991166837, 'DRA_COSDEC-DEG_PER_SEC': -0.08818521968, 'ILLUMINATED': True, 'JULIAN_DATE': 2460370.2375289234, 'NAME': 'ONEWEB-0209', 'OBSERVER_GCRS_KM': [-1238.2583744106794, 4452.30448951795, 4384.164220207927], 'PHASE_ANGLE-DEG': 88.31613951273, 'RANGE-KM': 1423.68500238297, 'RANGE_RATE-KM_PER_SEC': -1.602513044435, 'RIGHT_ASCENSION-DEG': 70.25277203746, 'SATELLITE_GCRS_KM': [-797.9391883026115, 5678.8815899578785, 4957.319187936297], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 54.93596129195, 'AZIMUTH-DEG': 247.18191775039, 'CATALOG_ID': 48215, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.26906586478, 'DECLINATION-DEG': 23.76682156659, 'DRA_COSDEC-DEG_PER_SEC': -0.08823306309, 'ILLUMINATED': True, 'JULIAN_DATE': 2460370.237530081, 'NAME': 'ONEWEB-0209', 'OBSERVER_GCRS_KM': [-1238.2908461405998, 4452.295383337003, 4384.164296512126], 'PHASE_ANGLE-DEG': 88.32128630853, 'RANGE-KM': 1423.524862405604, 'RANGE_RATE-KM_PER_SEC': -1.599641632602, 'RIGHT_ASCENSION-DEG': 70.24313290871, 'SATELLITE_GCRS_KM': [-797.9058981987864, 5678.406976603639, 4957.86673887257], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 54.94771945985, 'AZIMUTH-DEG': 247.22698882124, 'CATALOG_ID': 48215, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.2691110533, 'DECLINATION-DEG': 23.7937251643, 'DRA_COSDEC-DEG_PER_SEC': -0.08828090437, 'ILLUMINATED': True, 'JULIAN_DATE': 2460370.2375312382, 'NAME': 'ONEWEB-0209', 'OBSERVER_GCRS_KM': [-1238.3233047421897, 4452.2862805823825, 4384.1643727854835], 'PHASE_ANGLE-DEG': 88.32643367764, 'RANGE-KM': 1423.365073919317, 'RANGE_RATE-KM_PER_SEC': -1.596770398904, 'RIGHT_ASCENSION-DEG': 70.23349043762, 'SATELLITE_GCRS_KM': [-797.872614195407, 5677.9325022783805, 4958.414024150231], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 54.9594671743, 'AZIMUTH-DEG': 247.27211429977, 'CATALOG_ID': 48215, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.2691561614, 'DECLINATION-DEG': 23.8206441044, 'DRA_COSDEC-DEG_PER_SEC': -0.08832878199, 'ILLUMINATED': True, 'JULIAN_DATE': 2460370.237532396, 'NAME': 'ONEWEB-0209', 'OBSERVER_GCRS_KM': [-1238.3557763392034, 4452.277173927889, 4384.1644490893905], 'PHASE_ANGLE-DEG': 88.33158576066, 'RANGE-KM': 1423.20550841955, 'RANGE_RATE-KM_PER_SEC': -1.593897033746, 'RIGHT_ASCENSION-DEG': 70.22383685634, 'SATELLITE_GCRS_KM': [-797.8393095051498, 5677.457785116268, 4958.961484234724], 'TLE-DATE': '2024-03-08 00:36:11'}"
