"{'ALTITUDE-DEG': 48.33513998784, 'AZIMUTH-DEG': 286.93832778658, 'CATALOG_ID': 48243, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.23007029649, 'DECLINATION-DEG': 40.89485165626, 'DRA_COSDEC-DEG_PER_SEC': -0.13858074317, 'ILLUMINATED': True, 'JULIAN_DATE': 2460368.253065972, 'NAME': 'ONEWEB-0208', 'OBSERVER_GCRS_KM': [-1518.1975070025246, 4364.12794889517, 4384.821382261153], 'PHASE_ANGLE-DEG': 97.83123845571, 'RANGE-KM': 1528.728196351694, 'RANGE_RATE-KM_PER_SEC': 0.686816679068, 'RIGHT_ASCENSION-DEG': 51.82243861019, 'SATELLITE_GCRS_KM': [-803.9300863772578, 5272.531746561602, 5385.638293858494], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 56.12018729393, 'AZIMUTH-DEG': 261.90960240445, 'CATALOG_ID': 48243, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': -0.2741298465, 'DECLINATION-DEG': 31.17169147921, 'DRA_COSDEC-DEG_PER_SEC': 0.10728831239, 'ILLUMINATED': True, 'JULIAN_DATE': 2460431.5264293635, 'NAME': 'ONEWEB-0208', 'OBSERVER_GCRS_KM': [16.473052643669064, -4623.720012112875, 4381.567854895698], 'PHASE_ANGLE-DEG': 47.56484601655, 'RANGE-KM': 1407.359018506913, 'RANGE_RATE-KM_PER_SEC': 0.806624738975, 'RIGHT_ASCENSION-DEG': 230.01461400489, 'SATELLITE_GCRS_KM': [-757.3137683695608, -5546.361056694262, 5110.022977365669], 'TLE-DATE': '2024-05-01 00:36:08'}"
"{'ALTITUDE-DEG': 56.11388969244, 'AZIMUTH-DEG': 261.85827225268, 'CATALOG_ID': 48243, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': -0.27411773738, 'DECLINATION-DEG': 31.14428438779, 'DRA_COSDEC-DEG_PER_SEC': 0.10723393832, 'ILLUMINATED': True, 'JULIAN_DATE': 2460431.5264305207, 'NAME': 'ONEWEB-0208', 'OBSERVER_GCRS_KM': [16.506763452386323, -4623.7199670915, 4381.567775535542], 'PHASE_ANGLE-DEG': 47.54124110763, 'RANGE-KM': 1407.439819890608, 'RANGE_RATE-KM_PER_SEC': 0.809727810618, 'RIGHT_ASCENSION-DEG': 230.02714556603, 'SATELLITE_GCRS_KM': [-757.3464345340683, -5546.85015733042, 5109.488599835336], 'TLE-DATE': '2024-05-01 00:36:08'}"
"{'ALTITUDE-DEG': 56.10756742504, 'AZIMUTH-DEG': 261.80694430891, 'CATALOG_ID': 48243, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': -0.27410548806, 'DECLINATION-DEG': 31.11686748571, 'DRA_COSDEC-DEG_PER_SEC': 0.10717955603, 'ILLUMINATED': True, 'JULIAN_DATE': 2460431.5264316783, 'NAME': 'ONEWEB-0208', 'OBSERVER_GCRS_KM': [16.540487826403584, -4623.719921806086, 4381.567696143443], 'PHASE_ANGLE-DEG': 47.51763336413, 'RANGE-KM': 1407.520964195011, 'RANGE_RATE-KM_PER_SEC': 0.812831586896, 'RIGHT_ASCENSION-DEG': 230.0396721923, 'SATELLITE_GCRS_KM': [-757.379106920442, -5547.339404074365, 5108.953960441718], 'TLE-DATE': '2024-05-01 00:36:08'}"
"{'ALTITUDE-DEG': 56.10122560039, 'AZIMUTH-DEG': 261.75565993419, 'CATALOG_ID': 48243, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': -0.2740931085, 'DECLINATION-DEG': 31.08946284354, 'DRA_COSDEC-DEG_PER_SEC': 0.10712520932, 'ILLUMINATED': True, 'JULIAN_DATE': 2460431.5264328355, 'NAME': 'ONEWEB-0208', 'OBSERVER_GCRS_KM': [16.574198634458885, -4623.719876293067, 4381.567616783271], 'PHASE_ANGLE-DEG': 47.49404179326, 'RANGE-KM': 1407.602386084228, 'RANGE_RATE-KM_PER_SEC': 0.81593356871, 'RIGHT_ASCENSION-DEG': 230.05218381639, 'SATELLITE_GCRS_KM': [-757.4117592421865, -5547.828403320405, 5108.419489309674], 'TLE-DATE': '2024-05-01 00:36:08'}"
"{'ALTITUDE-DEG': 56.09485913675, 'AZIMUTH-DEG': 261.70437792071, 'CATALOG_ID': 48243, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': -0.27408058885, 'DECLINATION-DEG': 31.06204841873, 'DRA_COSDEC-DEG_PER_SEC': 0.10707085445, 'ILLUMINATED': True, 'JULIAN_DATE': 2460431.526433993, 'NAME': 'ONEWEB-0208', 'OBSERVER_GCRS_KM': [16.607923007812165, -4623.71983051581, 4381.567537391155], 'PHASE_ANGLE-DEG': 47.4704474225, 'RANGE-KM': 1407.684151034638, 'RANGE_RATE-KM_PER_SEC': 0.819036250697, 'RIGHT_ASCENSION-DEG': 230.06469051837, 'SATELLITE_GCRS_KM': [-757.4444177796412, -5548.317548624538, 5107.884756286382], 'TLE-DATE': '2024-05-01 00:36:08'}"
"{'ALTITUDE-DEG': 56.08847317844, 'AZIMUTH-DEG': 261.65313959219, 'CATALOG_ID': 48243, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': -0.27406793928, 'DECLINATION-DEG': 31.03464627985, 'DRA_COSDEC-DEG_PER_SEC': 0.10701653516, 'ILLUMINATED': True, 'JULIAN_DATE': 2460431.5264351503, 'NAME': 'ONEWEB-0208', 'OBSERVER_GCRS_KM': [16.64163381509704, -4623.719784511144, 4381.567458030966], 'PHASE_ANGLE-DEG': 47.44686924829, 'RANGE-KM': 1407.766193210784, 'RANGE_RATE-KM_PER_SEC': 0.822137134778, 'RIGHT_ASCENSION-DEG': 230.07718224689, 'SATELLITE_GCRS_KM': [-757.477056257918, -5548.806446462436, 5107.35019157223], 'TLE-DATE': '2024-05-01 00:36:08'}"
"{'ALTITUDE-DEG': 56.08206260835, 'AZIMUTH-DEG': 261.60190377745, 'CATALOG_ID': 48243, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': -0.27405514974, 'DECLINATION-DEG': 31.00723438634, 'DRA_COSDEC-DEG_PER_SEC': 0.10696220775, 'ILLUMINATED': True, 'JULIAN_DATE': 2460431.526436308, 'NAME': 'ONEWEB-0208', 'OBSERVER_GCRS_KM': [16.67535818788112, -4623.719738242047, 4381.567378638833], 'PHASE_ANGLE-DEG': 47.42328830887, 'RANGE-KM': 1407.848578587603, 'RANGE_RATE-KM_PER_SEC': 0.825238714678, 'RIGHT_ASCENSION-DEG': 230.08966906602, 'SATELLITE_GCRS_KM': [-757.5097009452375, -5549.295490308698, 5106.815364938987], 'TLE-DATE': '2024-05-01 00:36:08'}"
"{'ALTITUDE-DEG': 56.07563260638, 'AZIMUTH-DEG': 261.55071176262, 'CATALOG_ID': 48243, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': -0.27404223063, 'DECLINATION-DEG': 30.9798348047, 'DRA_COSDEC-DEG_PER_SEC': 0.10690791595, 'ILLUMINATED': True, 'JULIAN_DATE': 2460431.526437465, 'NAME': 'ONEWEB-0208', 'OBSERVER_GCRS_KM': [16.709068994491872, -4623.719691745737, 4381.567299278629], 'PHASE_ANGLE-DEG': 47.39972358988, 'RANGE-KM': 1407.93124083023, 'RANGE_RATE-KM_PER_SEC': 0.828338493227, 'RIGHT_ASCENSION-DEG': 230.10214094039, 'SATELLITE_GCRS_KM': [-757.5423255784804, -5549.784286720551, 5106.280706662324], 'TLE-DATE': '2024-05-01 00:36:08'}"
"{'ALTITUDE-DEG': 56.0691780201, 'AZIMUTH-DEG': 261.49952241336, 'CATALOG_ID': 48243, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': -0.27402917166, 'DECLINATION-DEG': 30.95242549643, 'DRA_COSDEC-DEG_PER_SEC': 0.10685361606, 'ILLUMINATED': True, 'JULIAN_DATE': 2460431.5264386227, 'NAME': 'ONEWEB-0208', 'OBSERVER_GCRS_KM': [16.742793366499445, -4623.719644984794, 4381.56721988648], 'PHASE_ANGLE-DEG': 47.37615614036, 'RANGE-KM': 1408.014246412212, 'RANGE_RATE-KM_PER_SEC': 0.831438963232, 'RIGHT_ASCENSION-DEG': 230.11460791805, 'SATELLITE_GCRS_KM': [-757.5749564145899, -5550.273229091036, 5105.745786438658], 'TLE-DATE': '2024-05-01 00:36:08'}"
"{'ALTITUDE-DEG': 56.06270406496, 'AZIMUTH-DEG': 261.44837697801, 'CATALOG_ID': 48243, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': -0.27401598344, 'DECLINATION-DEG': 30.92502852591, 'DRA_COSDEC-DEG_PER_SEC': 0.1067993518, 'ILLUMINATED': True, 'JULIAN_DATE': 2460431.52643978, 'NAME': 'ONEWEB-0208', 'OBSERVER_GCRS_KM': [16.77650417253137, -4623.719597996842, 4381.567140526259], 'PHASE_ANGLE-DEG': 47.35260493509, 'RANGE-KM': 1408.09752849938, 'RANGE_RATE-KM_PER_SEC': 0.834537628456, 'RIGHT_ASCENSION-DEG': 230.12705997957, 'SATELLITE_GCRS_KM': [-757.6075672013523, -5550.761924059011, 5105.2110346189975], 'TLE-DATE': '2024-05-01 00:36:08'}"
"{'ALTITUDE-DEG': 56.05620555324, 'AZIMUTH-DEG': 261.39723435932, 'CATALOG_ID': 48243, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': -0.27400265547, 'DECLINATION-DEG': 30.89762185671, 'DRA_COSDEC-DEG_PER_SEC': 0.10674507949, 'ILLUMINATED': True, 'JULIAN_DATE': 2460431.5264409375, 'NAME': 'ONEWEB-0208', 'OBSERVER_GCRS_KM': [16.810228543849103, -4623.7195507440565, 4381.567061134093], 'PHASE_ANGLE-DEG': 47.32905103398, 'RANGE-KM': 1408.18115406395, 'RANGE_RATE-KM_PER_SEC': 0.837636980847, 'RIGHT_ASCENSION-DEG': 230.13950715701, 'SATELLITE_GCRS_KM': [-757.6401841853177, -5551.250764935845, 5104.676020824401], 'TLE-DATE': '2024-05-01 00:36:08'}"
"{'ALTITUDE-DEG': 56.04968773586, 'AZIMUTH-DEG': 261.3461357676, 'CATALOG_ID': 48243, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': -0.2739891986, 'DECLINATION-DEG': 30.87022755108, 'DRA_COSDEC-DEG_PER_SEC': 0.10669084282, 'ILLUMINATED': True, 'JULIAN_DATE': 2460431.5264420947, 'NAME': 'ONEWEB-0208', 'OBSERVER_GCRS_KM': [16.843939349193224, -4623.719503264457, 4381.566981773855], 'PHASE_ANGLE-DEG': 47.30551340089, 'RANGE-KM': 1408.265055772218, 'RANGE_RATE-KM_PER_SEC': 0.840734525001, 'RIGHT_ASCENSION-DEG': 230.15193944689, 'SATELLITE_GCRS_KM': [-757.6727811245189, -5551.739358441989, 5104.141175481352], 'TLE-DATE': '2024-05-01 00:36:08'}"
"{'ALTITUDE-DEG': 56.04314538992, 'AZIMUTH-DEG': 261.29504014287, 'CATALOG_ID': 48243, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': -0.2739756021, 'DECLINATION-DEG': 30.84282357472, 'DRA_COSDEC-DEG_PER_SEC': 0.10663659816, 'ILLUMINATED': True, 'JULIAN_DATE': 2460431.5264432523, 'NAME': 'ONEWEB-0208', 'OBSERVER_GCRS_KM': [16.877663719816564, -4623.719455519831, 4381.5669023816745], 'PHASE_ANGLE-DEG': 47.28197310665, 'RANGE-KM': 1408.349301094872, 'RANGE_RATE-KM_PER_SEC': 0.843832751859, 'RIGHT_ASCENSION-DEG': 230.16436686531, 'SATELLITE_GCRS_KM': [-757.7053842547512, -5552.228097807164, 5103.606068135558], 'TLE-DATE': '2024-05-01 00:36:08'}"
"{'ALTITUDE-DEG': 56.03658380171, 'AZIMUTH-DEG': 261.24398865722, 'CATALOG_ID': 48243, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': -0.27396187702, 'DECLINATION-DEG': 30.81543198766, 'DRA_COSDEC-DEG_PER_SEC': 0.10658238914, 'ILLUMINATED': True, 'JULIAN_DATE': 2460431.5264444095, 'NAME': 'ONEWEB-0208', 'OBSERVER_GCRS_KM': [16.91137452436086, -4623.719407548585, 4381.5668230214205], 'PHASE_ANGLE-DEG': 47.25844910416, 'RANGE-KM': 1408.433822199424, 'RANGE_RATE-KM_PER_SEC': 0.846929167242, 'RIGHT_ASCENSION-DEG': 230.17677942463, 'SATELLITE_GCRS_KM': [-757.7379673457029, -5552.716589833577, 5103.071129288606], 'TLE-DATE': '2024-05-01 00:36:08'}"
"{'ALTITUDE-DEG': 56.02999771324, 'AZIMUTH-DEG': 261.19294028816, 'CATALOG_ID': 48243, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': -0.27394801243, 'DECLINATION-DEG': 30.78803075779, 'DRA_COSDEC-DEG_PER_SEC': 0.10652817218, 'ILLUMINATED': True, 'JULIAN_DATE': 2460431.526445567, 'NAME': 'ONEWEB-0208', 'OBSERVER_GCRS_KM': [16.945098894390163, -4623.719359312116, 4381.566743629222], 'PHASE_ANGLE-DEG': 47.2349224752, 'RANGE-KM': 1408.518687054376, 'RANGE_RATE-KM_PER_SEC': 0.850026260938, 'RIGHT_ASCENSION-DEG': 230.18918712509, 'SATELLITE_GCRS_KM': [-757.7705566210129, -5553.2052276692975, 5102.535928411074], 'TLE-DATE': '2024-05-01 00:36:08'}"
"{'ALTITUDE-DEG': 56.02339244609, 'AZIMUTH-DEG': 261.14193616935, 'CATALOG_ID': 48243, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': -0.27393401959, 'DECLINATION-DEG': 30.76064194292, 'DRA_COSDEC-DEG_PER_SEC': 0.10647399088, 'ILLUMINATED': True, 'JULIAN_DATE': 2460431.5264467243, 'NAME': 'ONEWEB-0208', 'OBSERVER_GCRS_KM': [16.97880969823296, -4623.719310849227, 4381.566664268951], 'PHASE_ANGLE-DEG': 47.21141216165, 'RANGE-KM': 1408.603827328544, 'RANGE_RATE-KM_PER_SEC': 0.853121539605, 'RIGHT_ASCENSION-DEG': 230.20157999488, 'SATELLITE_GCRS_KM': [-757.8031258621423, -5553.693618198097, 5102.000896079823], 'TLE-DATE': '2024-05-01 00:36:08'}"
"{'ALTITUDE-DEG': 56.01676270725, 'AZIMUTH-DEG': 261.09093531599, 'CATALOG_ID': 48243, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': -0.27391988737, 'DECLINATION-DEG': 30.73324351312, 'DRA_COSDEC-DEG_PER_SEC': 0.10641980166, 'ILLUMINATED': True, 'JULIAN_DATE': 2460431.526447882, 'NAME': 'ONEWEB-0208', 'OBSERVER_GCRS_KM': [17.012534067449266, -4623.719262120915, 4381.566584876738], 'PHASE_ANGLE-DEG': 47.18789925634, 'RANGE-KM': 1408.689311488251, 'RANGE_RATE-KM_PER_SEC': 0.856217492402, 'RIGHT_ASCENSION-DEG': 230.21396801837, 'SATELLITE_GCRS_KM': [-757.8357012813283, -5554.182154486352, 5101.465601690251], 'TLE-DATE': '2024-05-01 00:36:08'}"
"{'ALTITUDE-DEG': 56.01011117353, 'AZIMUTH-DEG': 261.03995832227, 'CATALOG_ID': 48243, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': -0.27390562148, 'DECLINATION-DEG': 30.70584650369, 'DRA_COSDEC-DEG_PER_SEC': 0.10636562634, 'ILLUMINATED': True, 'JULIAN_DATE': 2460431.5264490396, 'NAME': 'ONEWEB-0208', 'OBSERVER_GCRS_KM': [17.046258436412142, -4623.719213146632, 4381.566505484514], 'PHASE_ANGLE-DEG': 47.1643932361, 'RANGE-KM': 1408.775105276976, 'RANGE_RATE-KM_PER_SEC': 0.859312871783, 'RIGHT_ASCENSION-DEG': 230.22634621673, 'SATELLITE_GCRS_KM': [-757.8682697706831, -5554.67063998405, 5100.930260542479], 'TLE-DATE': '2024-05-01 00:36:08'}"
"{'ALTITUDE-DEG': 56.00344055688, 'AZIMUTH-DEG': 260.98902574376, 'CATALOG_ID': 48243, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': -0.27389122785, 'DECLINATION-DEG': 30.67846194767, 'DRA_COSDEC-DEG_PER_SEC': 0.10631148672, 'ILLUMINATED': True, 'JULIAN_DATE': 2460431.526450197, 'NAME': 'ONEWEB-0208', 'OBSERVER_GCRS_KM': [17.079969239188006, -4623.719163946227, 4381.56642612422], 'PHASE_ANGLE-DEG': 47.1409035667, 'RANGE-KM': 1408.861173939647, 'RANGE_RATE-KM_PER_SEC': 0.862406430947, 'RIGHT_ASCENSION-DEG': 230.23870962692, 'SATELLITE_GCRS_KM': [-757.9008182334389, -5555.15887822267, 5100.395088012097], 'TLE-DATE': '2024-05-01 00:36:08'}"
"{'ALTITUDE-DEG': 55.99674551187, 'AZIMUTH-DEG': 260.93809665263, 'CATALOG_ID': 48243, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': -0.27387669501, 'DECLINATION-DEG': 30.65106781851, 'DRA_COSDEC-DEG_PER_SEC': 0.10625733924, 'ILLUMINATED': True, 'JULIAN_DATE': 2460431.526451355, 'NAME': 'ONEWEB-0208', 'OBSERVER_GCRS_KM': [17.11369360732977, -4623.719114480101, 4381.56634673198], 'PHASE_ANGLE-DEG': 47.11741135755, 'RANGE-KM': 1408.947586689259, 'RANGE_RATE-KM_PER_SEC': 0.86550065784, 'RIGHT_ASCENSION-DEG': 230.25106820958, 'SATELLITE_GCRS_KM': [-757.9333728652448, -5555.647262146033, 5099.8596533816235], 'TLE-DATE': '2024-05-01 00:36:08'}"
"{'ALTITUDE-DEG': 55.99003144801, 'AZIMUTH-DEG': 260.88721208549, 'CATALOG_ID': 48243, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': -0.27386203476, 'DECLINATION-DEG': 30.62368616826, 'DRA_COSDEC-DEG_PER_SEC': 0.10620322748, 'ILLUMINATED': True, 'JULIAN_DATE': 2460431.5264525115, 'NAME': 'ONEWEB-0208', 'OBSERVER_GCRS_KM': [17.147404409485244, -4623.71906478805, 4381.56626737167], 'PHASE_ANGLE-DEG': 47.09393552281, 'RANGE-KM': 1409.034273948393, 'RANGE_RATE-KM_PER_SEC': 0.868593060989, 'RIGHT_ASCENSION-DEG': 230.26341203234, 'SATELLITE_GCRS_KM': [-757.9659074750671, -5556.135398842316, 5099.324387415901], 'TLE-DATE': '2024-05-01 00:36:08'}"
"{'ALTITUDE-DEG': 55.98329298499, 'AZIMUTH-DEG': 260.83633115272, 'CATALOG_ID': 48243, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': -0.27385274724, 'DECLINATION-DEG': 30.59629497271, 'DRA_COSDEC-DEG_PER_SEC': 0.10615126024, 'ILLUMINATED': True, 'JULIAN_DATE': 2460431.526453669, 'NAME': 'ONEWEB-0208', 'OBSERVER_GCRS_KM': [17.181128776904732, -4623.719014830082, 4381.566187979413], 'PHASE_ANGLE-DEG': 47.07045718299, 'RANGE-KM': 1409.121305427582, 'RANGE_RATE-KM_PER_SEC': 0.871703785985, 'RIGHT_ASCENSION-DEG': 230.27575104004, 'SATELLITE_GCRS_KM': [-757.9984482478928, -5556.623681173567, 5098.788859322235], 'TLE-DATE': '2024-05-01 00:36:08'}"
"{'ALTITUDE-DEG': 55.97660365725, 'AZIMUTH-DEG': 260.78600616287, 'CATALOG_ID': 48243, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': -0.27383245987, 'DECLINATION-DEG': 30.56919171363, 'DRA_COSDEC-DEG_PER_SEC': 0.10609556808, 'ILLUMINATED': True, 'JULIAN_DATE': 2460431.5264548147, 'NAME': 'ONEWEB-0208', 'OBSERVER_GCRS_KM': [17.214500435387908, -4623.718965152478, 4381.566109417481], 'PHASE_ANGLE-DEG': 47.04723124206, 'RANGE-KM': 1409.207731186062, 'RANGE_RATE-KM_PER_SEC': 0.87474627132, 'RIGHT_ASCENSION-DEG': 230.28795137796, 'SATELLITE_GCRS_KM': [-758.0306418676506, -5557.1068067521865, 5098.258886082585], 'TLE-DATE': '2024-05-01 00:36:08'}"
"{'ALTITUDE-DEG': 55.96982208764, 'AZIMUTH-DEG': 260.73517339843, 'CATALOG_ID': 48243, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': -0.27381739585, 'DECLINATION-DEG': 30.54180348978, 'DRA_COSDEC-DEG_PER_SEC': 0.10604147631, 'ILLUMINATED': True, 'JULIAN_DATE': 2460431.5264559723, 'NAME': 'ONEWEB-0208', 'OBSERVER_GCRS_KM': [17.248224802178893, -4623.718914705141, 4381.566030025208], 'PHASE_ANGLE-DEG': 47.02376675957, 'RANGE-KM': 1409.295378051966, 'RANGE_RATE-KM_PER_SEC': 0.877838175889, 'RIGHT_ASCENSION-DEG': 230.30027094949, 'SATELLITE_GCRS_KM': [-758.0631688496425, -5557.594987984581, 5097.723265015172], 'TLE-DATE': '2024-05-01 00:36:08'}"
"{'ALTITUDE-DEG': 55.96302162755, 'AZIMUTH-DEG': 260.68438537217, 'CATALOG_ID': 48243, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': -0.27380220509, 'DECLINATION-DEG': 30.51442779554, 'DRA_COSDEC-DEG_PER_SEC': 0.10598742029, 'ILLUMINATED': True, 'JULIAN_DATE': 2460431.5264571295, 'NAME': 'ONEWEB-0208', 'OBSERVER_GCRS_KM': [17.28193560277223, -4623.718864032272, 4381.565950664865], 'PHASE_ANGLE-DEG': 47.00031869833, 'RANGE-KM': 1409.383298698663, 'RANGE_RATE-KM_PER_SEC': 0.880928250196, 'RIGHT_ASCENSION-DEG': 230.31257581729, 'SATELLITE_GCRS_KM': [-758.0956758203076, -5558.082922053381, 5097.18781270716], 'TLE-DATE': '2024-05-01 00:36:08'}"
"{'ALTITUDE-DEG': 55.9561968274, 'AZIMUTH-DEG': 260.6336012713, 'CATALOG_ID': 48243, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': -0.2737868755, 'DECLINATION-DEG': 30.48704261146, 'DRA_COSDEC-DEG_PER_SEC': 0.10593335652, 'ILLUMINATED': True, 'JULIAN_DATE': 2460431.526458287, 'NAME': 'ONEWEB-0208', 'OBSERVER_GCRS_KM': [17.315659968722844, -4623.718813093093, 4381.565871272577], 'PHASE_ANGLE-DEG': 46.97686820121, 'RANGE-KM': 1409.471563828128, 'RANGE_RATE-KM_PER_SEC': 0.884018979301, 'RIGHT_ASCENSION-DEG': 230.32487589483, 'SATELLITE_GCRS_KM': [-758.1281889410377, -5558.5710016577295, 5096.652098215892], 'TLE-DATE': '2024-05-01 00:36:08'}"
"{'ALTITUDE-DEG': 55.94935320141, 'AZIMUTH-DEG': 260.58286201452, 'CATALOG_ID': 48243, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': -0.27377141952, 'DECLINATION-DEG': 30.45966998229, 'DRA_COSDEC-DEG_PER_SEC': 0.10587932853, 'ILLUMINATED': True, 'JULIAN_DATE': 2460431.5264594443, 'NAME': 'ONEWEB-0208', 'OBSERVER_GCRS_KM': [17.349370768673488, -4623.7187619285805, 4381.565791912218], 'PHASE_ANGLE-DEG': 46.95343414875, 'RANGE-KM': 1409.560102371904, 'RANGE_RATE-KM_PER_SEC': 0.887107874666, 'RIGHT_ASCENSION-DEG': 230.33716129672, 'SATELLITE_GCRS_KM': [-758.1606820549433, -5559.058834130679, 5096.1165525312], 'TLE-DATE': '2024-05-01 00:36:08'}"
"{'ALTITUDE-DEG': 55.94248526534, 'AZIMUTH-DEG': 260.53212682787, 'CATALOG_ID': 48243, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': -0.27375582483, 'DECLINATION-DEG': 30.43228789102, 'DRA_COSDEC-DEG_PER_SEC': 0.10582529283, 'ILLUMINATED': True, 'JULIAN_DATE': 2460431.526460602, 'NAME': 'ONEWEB-0208', 'OBSERVER_GCRS_KM': [17.38309513387648, -4623.718710497557, 4381.565712519912], 'PHASE_ANGLE-DEG': 46.92999769507, 'RANGE-KM': 1409.648985529162, 'RANGE_RATE-KM_PER_SEC': 0.890197420608, 'RIGHT_ASCENSION-DEG': 230.34944192072, 'SATELLITE_GCRS_KM': [-758.1931813132452, -5559.546812089409, 5095.580744635341], 'TLE-DATE': '2024-05-01 00:36:08'}"
"{'ALTITUDE-DEG': 55.93559856823, 'AZIMUTH-DEG': 260.48143659027, 'CATALOG_ID': 48243, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': -0.27374010408, 'DECLINATION-DEG': 30.40491837993, 'DRA_COSDEC-DEG_PER_SEC': 0.10577129292, 'ILLUMINATED': True, 'JULIAN_DATE': 2460431.526461759, 'NAME': 'ONEWEB-0208', 'OBSERVER_GCRS_KM': [17.416805933082546, -4623.7186588414, 4381.565633159536], 'PHASE_ANGLE-DEG': 46.90657770941, 'RANGE-KM': 1409.738141733596, 'RANGE_RATE-KM_PER_SEC': 0.893285129478, 'RIGHT_ASCENSION-DEG': 230.36170789708, 'SATELLITE_GCRS_KM': [-758.2256605695695, -5560.034542948629, 5095.045105593513], 'TLE-DATE': '2024-05-01 00:36:08'}"
"{'ALTITUDE-DEG': 55.9286875913, 'AZIMUTH-DEG': 260.43075056681, 'CATALOG_ID': 48243, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': -0.27372424474, 'DECLINATION-DEG': 30.37753943446, 'DRA_COSDEC-DEG_PER_SEC': 0.10571728535, 'ILLUMINATED': True, 'JULIAN_DATE': 2460431.5264629168, 'NAME': 'ONEWEB-0208', 'OBSERVER_GCRS_KM': [17.45053029753033, -4623.718606918537, 4381.565553767216], 'PHASE_ANGLE-DEG': 46.88315535719, 'RANGE-KM': 1409.827642681216, 'RANGE_RATE-KM_PER_SEC': 0.896373484497, 'RIGHT_ASCENSION-DEG': 230.37396910789, 'SATELLITE_GCRS_KM': [-758.2581459642373, -5560.522419243697, 5094.509204312846], 'TLE-DATE': '2024-05-01 00:36:08'}"
"{'ALTITUDE-DEG': 55.92175791834, 'AZIMUTH-DEG': 260.38010959641, 'CATALOG_ID': 48243, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': -0.27370825969, 'DECLINATION-DEG': 30.35017309434, 'DRA_COSDEC-DEG_PER_SEC': 0.10566331358, 'ILLUMINATED': True, 'JULIAN_DATE': 2460431.526464074, 'NAME': 'ONEWEB-0208', 'OBSERVER_GCRS_KM': [17.4842410958722, -4623.718554770735, 4381.565474406824], 'PHASE_ANGLE-DEG': 46.85974949633, 'RANGE-KM': 1409.917416308219, 'RANGE_RATE-KM_PER_SEC': 0.899459999193, 'RIGHT_ASCENSION-DEG': 230.38621569899, 'SATELLITE_GCRS_KM': [-758.2906113619067, -5561.010048471188, 5093.973471933607], 'TLE-DATE': '2024-05-01 00:36:08'}"
